Date,Product,Quantity,UnitPrice,StoreLocation,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,discount_amount,lead_time_days,margin_ratio,order_month,Region_East,Region_North,Region_South,Region_West,CustomerType_Wholesale,season_Spring,season_Summer,season_Winter
2025-06-30,Chair,2,160.96,Store C,0.1,Eva,289.728,Gift Card,WINTER15,0,REG101158,Cust 1003,44.97,2025-06-30,2025-07-05,Ryan,32.192,5,0.8447854539430086,6,0,1,0,0,1,0,1,0
2024-08-19,Monitor,3,373.77,Store B,0.1,Eva,1009.179,Cash,WINTER15,0,REG101159,Cust 9705,17.62,2024-08-19,2024-08-25,Ryan,112.131,6,0.9825402629265968,8,0,1,0,0,0,0,1,0
2024-01-15,Printer,20,200.7,Store D,0.1,Alice,3612.6,Online,FREESHIP,0,REG101160,Cust 3421,29.6,2024-01-15,2024-01-19,Cameron,401.40000000000003,4,0.9918064551846316,1,0,0,0,0,0,0,0,1
2024-08-08,Desk,14,115.77,Store B,0.15,Frank,1377.663,Credit Card,SAVE10,0,REG101161,Cust 1690,20.12,2024-08-08,2024-08-11,Cameron,243.117,3,0.9853955575492701,8,0,0,0,0,1,0,1,0
2024-10-05,Phone,12,535.41,Store C,0.1,Frank,5782.428,Gift Card,FREESHIP,0,REG101162,Cust 2507,27.82,2024-10-05,2024-10-07,Wendy,642.4920000000001,2,0.9951888722176913,10,0,0,0,1,0,0,0,0
2024-01-13,Desk,12,103.59,Store A,0.1,Frank,1118.772,Debit Card,FREESHIP,0,REG101163,Cust 9880,48.11,2024-01-13,2024-01-21,Sophie,124.30799999999999,8,0.9569974936805713,1,0,0,1,0,0,0,0,1
2023-03-29,Laptop,18,176.32,Store B,0.05,Diana,3015.072,Debit Card,FREESHIP,0,REG101164,Cust 3972,36.35,2023-03-29,2023-04-04,Wendy,158.688,6,0.9879439031638383,3,0,0,0,1,1,1,0,0
2023-10-19,Printer,5,112.44,Store D,0.1,Bob,505.9800000000001,Credit Card,FREESHIP,0,REG101165,Cust 8280,7.46,2023-10-19,2023-10-23,Ryan,56.220000000000006,4,0.9852563342424602,10,0,1,0,0,0,0,0,0
2023-10-23,Chair,20,19.3,Store C,0.0,Bob,386.0,Debit Card,SAVE10,0,REG101166,Cust 4205,47.23,2023-10-23,2023-11-01,Wendy,0.0,9,0.8776424870466321,10,0,0,0,1,1,0,0,0
2023-03-24,Phone,9,233.11,Store B,0.05,Eva,1993.0905,Debit Card,WINTER15,0,REG101167,Cust 2579,31.43,2023-03-24,2023-03-28,Sophie,104.89950000000002,4,0.9842305203903184,3,0,0,1,0,0,1,0,0
2024-08-09,Printer,17,66.48,Store C,0.15,Eva,960.6360000000001,Gift Card,WINTER15,0,REG101168,Cust 7265,10.79,2024-08-09,2024-08-14,Wendy,169.524,5,0.9887678579607677,8,0,0,0,1,1,0,1,0
2023-04-26,Laptop,17,504.63,Store A,0.1,Carlos,7720.838999999999,Online,WINTER15,0,REG101169,Cust 1199,48.33,2023-04-26,2023-05-06,Sophie,857.871,10,0.9937403176001987,4,0,0,1,0,1,1,0,0
2024-03-04,Tablet,11,97.84,Store B,0.05,Alice,1022.428,Debit Card,SAVE10,0,REG101170,Cust 2928,45.97,2024-03-04,2024-03-12,Wendy,53.812000000000005,8,0.9550383987918953,3,0,0,0,1,0,1,0,0
2023-02-14,Tablet,7,468.14,Store A,0.15,Bob,2785.433,Cash,SAVE10,0,REG101171,Cust 9447,47.56,2023-02-14,2023-02-17,Eric,491.54699999999997,3,0.9829254553959833,2,1,0,0,0,0,0,0,1
2023-04-28,Tablet,20,476.69,Store B,0.05,Bob,9057.109999999999,Online,WINTER15,0,REG101172,Cust 9095,10.2,2023-04-28,2023-05-03,Wendy,476.69,5,0.9988738129491637,4,0,0,0,1,1,1,0,0
2024-03-03,Phone,2,160.73,Store A,0.15,Frank,273.241,Cash,FREESHIP,0,REG101173,Cust 7587,20.18,2024-03-03,2024-03-11,Ryan,48.218999999999994,8,0.9261457833926826,3,0,1,0,0,1,1,0,0
2024-09-04,Tablet,9,228.98,Store D,0.15,Frank,1751.697,Online,WINTER15,0,REG101174,Cust 2611,45.79,2024-09-04,2024-09-08,Wendy,309.12299999999993,4,0.9738596344002416,9,0,0,0,1,0,0,0,0
2024-12-30,Tablet,19,336.5,Store B,0.0,Alice,6393.5,Online,WINTER15,0,REG101175,Cust 8284,27.43,2024-12-30,2025-01-07,Eric,0.0,8,0.9957097051693126,12,1,0,0,0,1,0,0,1
2024-02-10,Printer,18,411.59,Store A,0.0,Bob,7408.62,Credit Card,WINTER15,0,REG101176,Cust 8154,9.62,2024-02-10,2024-02-16,Eric,0.0,6,0.9987015125623936,2,1,0,0,0,1,0,0,1
2023-09-07,Printer,1,431.49,Store C,0.15,Alice,366.7665,Cash,SAVE10,0,REG101177,Cust 5215,17.53,2023-09-07,2023-09-15,Cameron,64.7235,8,0.9522039226592395,9,0,0,0,0,1,0,0,0
2023-08-11,Laptop,18,495.39,Store A,0.0,Carlos,8917.02,Gift Card,SAVE10,0,REG101178,Cust 5309,14.88,2023-08-11,2023-08-15,Eric,0.0,4,0.9983312810782078,8,1,0,0,0,1,0,1,0
2023-03-12,Phone,4,149.3,Store A,0.1,Diana,537.48,Debit Card,FREESHIP,0,REG101179,Cust 2016,47.84,2023-03-12,2023-03-16,Wendy,59.720000000000006,4,0.9109920369130013,3,0,0,0,1,1,1,0,0
2023-03-29,Desk,18,179.97,Store C,0.1,Eva,2915.514,Cash,SAVE10,0,REG101180,Cust 2676,22.15,2023-03-29,2023-03-31,Cameron,323.946,2,0.9924027118374324,3,0,0,0,0,1,1,0,0
2025-02-17,Chair,11,381.14,Store B,0.05,Frank,3982.913,Gift Card,FREESHIP,0,REG101181,Cust 7529,32.83,2025-02-17,2025-02-27,Sophie,209.627,10,0.9917572892001407,2,0,0,1,0,0,0,0,1
2024-01-07,Chair,5,454.62,Store C,0.05,Diana,2159.445,Gift Card,FREESHIP,0,REG101182,Cust 6172,10.19,2024-01-07,2024-01-15,Ryan,113.655,8,0.9952811949366619,1,0,1,0,0,1,0,0,1
2023-01-14,Phone,17,226.56,Store A,0.1,Diana,3466.368,Gift Card,WINTER15,0,REG101183,Cust 2527,36.89,2023-01-14,2023-01-20,Eric,385.15200000000004,6,0.9893577369742624,1,1,0,0,0,1,0,0,1
2024-01-03,Laptop,2,132.91,Store A,0.0,Bob,265.82,Debit Card,WINTER15,0,REG101184,Cust 1970,7.76,2024-01-03,2024-01-12,Wendy,0.0,9,0.9708073132194719,1,0,0,0,1,1,0,0,1
2023-08-25,Desk,2,35.69,Store C,0.0,Eva,71.38,Debit Card,FREESHIP,0,REG101185,Cust 9543,39.89,2023-08-25,2023-08-28,Sophie,0.0,3,0.4411599887923788,8,0,0,1,0,0,0,1,0
2025-05-16,Desk,6,451.93,Store A,0.15,Eva,2304.843,Cash,WINTER15,0,REG101186,Cust 2957,49.37,2025-05-16,2025-05-25,Ryan,406.73699999999997,9,0.9785798859184769,5,0,1,0,0,1,1,0,0
2023-12-30,Laptop,7,270.47,Store D,0.05,Diana,1798.6255,Credit Card,WINTER15,0,REG101187,Cust 2852,41.56,2023-12-30,2024-01-03,Sophie,94.66450000000002,4,0.9768934667055482,12,0,0,1,0,1,0,0,1
2024-10-06,Phone,13,55.46,Store A,0.05,Bob,684.931,Credit Card,FREESHIP,0,REG101188,Cust 6365,18.01,2024-10-06,2024-10-09,Sophie,36.049,3,0.9737053805419816,10,0,0,1,0,0,0,0,0
2023-03-12,Tablet,17,515.12,Store D,0.15,Bob,7443.484,Credit Card,SAVE10,0,REG101189,Cust 9159,32.74,2023-03-12,2023-03-22,Cameron,1313.556,10,0.9956015220829386,3,0,0,0,0,1,1,0,0
2024-04-06,Phone,1,256.63,Store D,0.0,Carlos,256.63,Gift Card,FREESHIP,0,REG101190,Cust 3252,12.97,2024-04-06,2024-04-08,Ryan,0.0,2,0.9494603125121771,4,0,1,0,0,1,1,0,0
2023-01-20,Tablet,4,423.99,Store B,0.05,Frank,1611.162,Online,FREESHIP,0,REG101191,Cust 8679,20.05,2023-01-20,2023-01-25,Ryan,84.798,5,0.9875555654862764,1,0,1,0,0,0,0,0,1
2024-07-08,Laptop,15,77.89,Store B,0.05,Diana,1109.9325,Credit Card,FREESHIP,0,REG101192,Cust 5547,20.87,2024-07-08,2024-07-12,Wendy,58.4175,4,0.9811970547758536,7,0,0,0,1,1,0,1,0
2023-10-06,Phone,12,11.95,Store A,0.05,Carlos,136.23,Online,FREESHIP,0,REG101193,Cust 9438,26.66,2023-10-06,2023-10-16,Ryan,7.169999999999999,10,0.8043015488512075,10,0,1,0,0,0,0,0,0
2023-09-11,Desk,7,67.05,Store D,0.1,Carlos,422.415,Cash,FREESHIP,0,REG101194,Cust 9092,36.67,2023-09-11,2023-09-18,Eric,46.935,7,0.913189635784714,9,1,0,0,0,1,0,0,0
2023-09-14,Phone,19,118.15,Store C,0.15,Frank,1908.1225,Cash,SAVE10,0,REG101195,Cust 7007,12.95,2023-09-14,2023-09-19,Ryan,336.72749999999996,5,0.9932132239937426,9,0,1,0,0,0,0,0,0
2023-11-06,Printer,16,114.47,Store B,0.15,Carlos,1556.792,Online,FREESHIP,0,REG101196,Cust 3001,43.85,2023-11-06,2023-11-11,Ryan,274.728,5,0.9718331029450306,11,0,1,0,0,1,0,0,0
2024-06-23,Monitor,9,36.21,Store C,0.15,Bob,277.0065,Credit Card,FREESHIP,0,REG101197,Cust 5771,6.71,2024-06-23,2024-06-30,Ryan,48.8835,7,0.975776741701007,6,0,1,0,0,1,0,1,0
2023-03-30,Printer,10,52.58,Store B,0.1,Eva,473.22,Cash,WINTER15,0,REG101198,Cust 4317,14.01,2023-03-30,2023-04-09,Wendy,52.58,10,0.9703943197667048,3,0,0,0,1,1,1,0,0
2024-10-05,Phone,6,272.26,Store A,0.1,Carlos,1470.204,Debit Card,SAVE10,0,REG101199,Cust 3627,43.67,2024-10-05,2024-10-15,Eric,163.356,10,0.9702966391058655,10,1,0,0,0,0,0,0,0
2023-03-19,Chair,10,124.97,Store D,0.15,Eva,1062.245,Gift Card,WINTER15,0,REG101200,Cust 4433,40.23,2023-03-19,2023-03-29,Cameron,187.455,10,0.9621273811597136,3,0,0,0,0,0,1,0,0
2025-03-17,Phone,9,228.62,Store C,0.05,Eva,1954.701,Gift Card,SAVE10,0,REG101201,Cust 6231,31.43,2025-03-17,2025-03-21,Ryan,102.879,4,0.98392081448774,3,0,1,0,0,0,1,0,0
2024-12-18,Laptop,20,282.91,Store A,0.15,Frank,4809.47,Debit Card,FREESHIP,0,REG101202,Cust 8987,8.19,2024-12-18,2024-12-28,Cameron,848.7300000000001,10,0.9982971096607319,12,0,0,0,0,1,0,0,1
2025-01-06,Tablet,17,129.62,Store D,0.15,Eva,1873.009,Online,FREESHIP,0,REG101203,Cust 4510,24.28,2025-01-06,2025-01-08,Wendy,330.531,2,0.9870369015845626,1,0,0,0,1,0,0,0,1
2025-01-14,Monitor,6,162.35,Store B,0.05,Eva,925.3949999999999,Credit Card,SAVE10,0,REG101204,Cust 7003,19.18,2025-01-14,2025-01-20,Cameron,48.705,6,0.9792737155484955,1,0,0,0,0,1,0,0,1
2023-01-26,Printer,14,209.82,Store B,0.0,Eva,2937.48,Cash,SAVE10,0,REG101205,Cust 6546,36.11,2023-01-26,2023-01-30,Sophie,0.0,4,0.9877071503465555,1,0,0,1,0,1,0,0,1
2024-08-04,Laptop,16,293.44,Store D,0.05,Diana,4460.288,Gift Card,SAVE10,0,REG101206,Cust 2951,42.56,2024-08-04,2024-08-14,Ryan,234.752,10,0.9904580152671755,8,0,1,0,0,1,0,1,0
2024-02-13,Phone,11,185.52,Store D,0.15,Diana,1734.612,Credit Card,WINTER15,0,REG101207,Cust 4673,38.53,2024-02-13,2024-02-16,Ryan,306.108,3,0.977787539807173,2,0,1,0,0,1,0,0,1
2023-02-11,Desk,18,268.38,Store D,0.15,Alice,4106.214,Cash,FREESHIP,0,REG101208,Cust 5988,48.38,2023-02-11,2023-02-14,Cameron,724.626,3,0.9882178571306804,2,0,0,0,0,1,0,0,1
2024-06-17,Printer,18,547.05,Store C,0.1,Carlos,8862.21,Cash,FREESHIP,0,REG101209,Cust 3922,10.99,2024-06-17,2024-06-22,Eric,984.69,5,0.9987599030038783,6,1,0,0,0,1,0,1,0
2024-06-06,Laptop,1,354.21,Store A,0.15,Carlos,301.0785,Online,FREESHIP,0,REG101210,Cust 9853,26.16,2024-06-06,2024-06-12,Sophie,53.131499999999996,6,0.9131123610619821,6,0,0,1,0,1,0,1,0
2023-11-26,Chair,18,250.93,Store C,0.05,Bob,4290.902999999999,Gift Card,FREESHIP,0,REG101211,Cust 6168,47.67,2023-11-26,2023-12-02,Sophie,225.837,6,0.9888904503317832,11,0,0,1,0,1,0,0,0
2024-04-07,Printer,18,587.25,Store C,0.15,Carlos,8984.925,Online,FREESHIP,0,REG101212,Cust 3175,42.15,2024-04-07,2024-04-09,Wendy,1585.575,2,0.9953088089216104,4,0,0,0,1,1,1,0,0
2023-02-03,Desk,2,438.06,Store B,0.0,Frank,876.12,Online,FREESHIP,0,REG101213,Cust 1813,12.9,2023-02-03,2023-02-09,Wendy,0.0,6,0.9852759895904671,2,0,0,0,1,0,0,0,1
2024-11-25,Chair,14,6.1,Store C,0.15,Carlos,72.58999999999999,Online,FREESHIP,0,REG101214,Cust 7749,10.18,2024-11-25,2024-11-30,Eric,12.809999999999999,5,0.8597602975616476,11,1,0,0,0,1,0,0,0
2024-06-30,Laptop,2,80.14,Store D,0.0,Carlos,160.28,Online,FREESHIP,0,REG101215,Cust 3416,13.41,2024-06-30,2024-07-03,Ryan,0.0,3,0.9163339156476167,6,0,1,0,0,1,0,1,0
2023-08-02,Laptop,11,66.97,Store A,0.15,Bob,626.1695,Gift Card,FREESHIP,0,REG101216,Cust 7066,20.35,2023-08-02,2023-08-11,Sophie,110.50049999999999,9,0.967500812479688,8,0,0,1,0,0,0,1,0
2024-02-22,Chair,6,181.34,Store A,0.0,Alice,1088.04,Cash,FREESHIP,0,REG101217,Cust 5180,27.65,2024-02-22,2024-02-27,Sophie,0.0,5,0.9745873313481122,2,0,0,1,0,1,0,0,1
2024-11-29,Monitor,15,570.0,Store D,0.05,Frank,8122.5,Gift Card,FREESHIP,0,REG101218,Cust 6246,7.62,2024-11-29,2024-12-09,Ryan,427.5,10,0.9990618651892891,11,0,1,0,0,1,0,0,0
2023-07-21,Monitor,9,587.79,Store D,0.15,Bob,4496.5935,Online,FREESHIP,0,REG101219,Cust 4182,24.64,2023-07-21,2023-07-31,Ryan,793.5165,10,0.99452029630875,7,0,1,0,0,1,0,1,0
2023-04-14,Phone,6,196.31,Store C,0.1,Carlos,1060.074,Online,WINTER15,0,REG101220,Cust 6843,38.65,2023-04-14,2023-04-17,Cameron,117.78600000000002,3,0.9635402811501839,4,0,0,0,0,0,1,0,0
2023-02-01,Phone,8,430.06,Store B,0.05,Bob,3268.456,Debit Card,SAVE10,0,REG101221,Cust 6844,38.45,2023-02-01,2023-02-05,Ryan,172.024,4,0.9882360356082506,2,0,1,0,0,1,0,0,1
2024-06-30,Monitor,14,429.72,Store A,0.1,Eva,5414.472,Cash,SAVE10,0,REG101222,Cust 3248,45.78,2024-06-30,2024-07-05,Eric,601.6080000000001,5,0.9915448819386268,6,1,0,0,0,0,0,1,0
2023-10-18,Phone,13,127.34,Store D,0.0,Alice,1655.42,Credit Card,WINTER15,0,REG101223,Cust 5226,6.15,2023-10-18,2023-10-21,Cameron,0.0,3,0.9962849307124475,10,0,0,0,0,1,0,0,0
2024-07-04,Monitor,6,421.97,Store B,0.05,Bob,2405.229,Cash,WINTER15,0,REG101224,Cust 9804,41.31,2024-07-04,2024-07-13,Eric,126.59100000000001,9,0.9828249202051031,7,1,0,0,0,1,0,1,0
2024-07-04,Tablet,5,225.69,Store A,0.15,Carlos,959.1825,Gift Card,WINTER15,0,REG101225,Cust 3990,47.6,2024-07-04,2024-07-12,Eric,169.2675,8,0.9503744073729452,7,1,0,0,0,1,0,1,0
2023-07-27,Monitor,10,322.11,Store A,0.15,Diana,2737.935,Debit Card,WINTER15,0,REG101226,Cust 5106,28.72,2023-07-27,2023-08-02,Ryan,483.165,6,0.9895103426487482,7,0,1,0,0,0,0,1,0
2025-03-01,Desk,4,209.3,Store B,0.05,Alice,795.34,Gift Card,FREESHIP,0,REG101227,Cust 3448,6.89,2025-03-01,2025-03-06,Wendy,41.86000000000001,5,0.9913370382477934,3,0,0,0,1,0,1,0,0
2023-02-23,Desk,16,326.16,Store C,0.1,Frank,4696.704000000001,Credit Card,FREESHIP,0,REG101228,Cust 1439,44.3,2023-02-23,2023-02-25,Cameron,521.8560000000001,2,0.9905678535415474,2,0,0,0,0,1,0,0,1
2023-01-11,Monitor,13,515.42,Store D,0.0,Bob,6700.459999999999,Online,FREESHIP,0,REG101229,Cust 5342,43.37,2023-01-11,2023-01-20,Eric,0.0,9,0.9935273100652792,1,1,0,0,0,0,0,0,1
2024-04-16,Tablet,7,129.83,Store A,0.0,Carlos,908.8100000000001,Gift Card,WINTER15,0,REG101230,Cust 4564,13.12,2024-04-16,2024-04-20,Wendy,0.0,4,0.9855635391335923,4,0,0,0,1,1,1,0,0
2024-03-09,Monitor,17,376.15,Store C,0.05,Diana,6074.822499999999,Gift Card,WINTER15,0,REG101231,Cust 6441,31.96,2024-03-09,2024-03-12,Cameron,319.72749999999996,3,0.994738940932019,3,0,0,0,0,0,1,0,0
2024-10-07,Chair,8,385.46,Store A,0.0,Bob,3083.68,Cash,SAVE10,0,REG101232,Cust 7591,8.89,2024-10-07,2024-10-11,Sophie,0.0,4,0.9971170808903648,10,0,0,1,0,1,0,0,0
2023-10-06,Printer,2,474.13,Store D,0.0,Carlos,948.26,Gift Card,FREESHIP,0,REG101233,Cust 9778,14.41,2023-10-06,2023-10-15,Wendy,0.0,9,0.9848037458081117,10,0,0,0,1,1,0,0,0
2023-04-08,Monitor,15,506.17,Store B,0.05,Alice,7212.9225,Online,FREESHIP,0,REG101234,Cust 1195,41.73,2023-04-08,2023-04-13,Wendy,379.62750000000005,5,0.9942145503434981,4,0,0,0,1,1,1,0,0
2024-02-20,Phone,1,67.38,Store D,0.15,Alice,57.273,Credit Card,WINTER15,0,REG101235,Cust 8126,6.14,2024-02-20,2024-02-27,Sophie,10.107,7,0.8927941612976446,2,0,0,1,0,0,0,0,1
2023-01-30,Chair,15,274.3,Store B,0.15,Frank,3497.325,Credit Card,FREESHIP,0,REG101236,Cust 4609,21.56,2023-01-30,2023-02-08,Wendy,617.175,9,0.9938352883989907,1,0,0,0,1,0,0,0,1
2023-05-12,Monitor,2,334.48,Store B,0.0,Alice,668.96,Debit Card,FREESHIP,0,REG101237,Cust 1449,31.53,2023-05-12,2023-05-20,Sophie,0.0,8,0.952867137048553,5,0,0,1,0,1,1,0,0
2024-01-08,Chair,7,562.6,Store A,0.15,Eva,3347.47,Online,WINTER15,0,REG101238,Cust 3508,19.95,2024-01-08,2024-01-12,Sophie,590.73,4,0.9940402751929069,1,0,0,1,0,0,0,0,1
2024-06-05,Monitor,7,14.34,Store D,0.05,Alice,95.36099999999999,Debit Card,WINTER15,0,REG101239,Cust 4826,19.45,2024-06-05,2024-06-08,Ryan,5.019,3,0.796038212686528,6,0,1,0,0,0,0,1,0
2025-05-21,Phone,11,34.72,Store B,0.1,Diana,343.728,Gift Card,FREESHIP,0,REG101240,Cust 1232,9.31,2025-05-21,2025-05-23,Eric,38.192,2,0.9729146301726946,5,1,0,0,0,1,1,0,0
2025-05-21,Chair,7,15.06,Store A,0.0,Alice,105.42,Cash,FREESHIP,0,REG101241,Cust 9675,46.57,2025-05-21,2025-05-26,Eric,0.0,5,0.5582432176057674,5,1,0,0,0,0,1,0,0
2023-03-05,Printer,11,488.17,Store B,0.05,Bob,5101.376499999999,Cash,WINTER15,0,REG101242,Cust 5153,37.47,2023-03-05,2023-03-11,Eric,268.4935,6,0.9926549236269857,3,1,0,0,0,1,1,0,0
2024-10-27,Tablet,10,268.39,Store B,0.05,Alice,2549.704999999999,Credit Card,SAVE10,0,REG101243,Cust 6330,25.86,2024-10-27,2024-11-02,Sophie,134.195,6,0.9898576501987484,10,0,0,1,0,0,0,0,0
2025-03-24,Tablet,5,64.18,Store C,0.1,Eva,288.8100000000001,Gift Card,SAVE10,0,REG101244,Cust 8277,21.17,2025-03-24,2025-03-29,Ryan,32.09,5,0.9266992140161351,3,0,1,0,0,0,1,0,0
2024-09-21,Phone,15,466.55,Store A,0.05,Alice,6648.3375,Cash,SAVE10,0,REG101245,Cust 5884,36.68,2024-09-21,2024-09-27,Wendy,349.9125,6,0.9944828312341243,9,0,0,0,1,0,0,0,0
2025-05-18,Desk,8,505.34,Store B,0.05,Bob,3840.584,Debit Card,FREESHIP,0,REG101246,Cust 4061,22.88,2025-05-18,2025-05-27,Ryan,202.136,9,0.9940425726920697,5,0,1,0,0,0,1,0,0
2024-07-11,Monitor,6,100.75,Store A,0.1,Frank,544.0500000000001,Credit Card,FREESHIP,0,REG101247,Cust 8095,12.98,2024-07-11,2024-07-14,Eric,60.45,3,0.9761418987225439,7,1,0,0,0,1,0,1,0
2025-01-27,Tablet,8,352.72,Store C,0.05,Carlos,2680.672,Cash,FREESHIP,0,REG101248,Cust 2435,30.8,2025-01-27,2025-02-04,Ryan,141.08800000000002,8,0.9885103436750188,1,0,1,0,0,0,0,0,1
2023-11-26,Laptop,9,526.26,Store B,0.0,Bob,4736.34,Cash,FREESHIP,0,REG101249,Cust 6785,15.47,2023-11-26,2023-12-06,Eric,0.0,10,0.9967337648901894,11,1,0,0,0,0,0,0,0
2024-06-02,Printer,18,519.42,Store C,0.15,Eva,7947.125999999999,Cash,WINTER15,0,REG101250,Cust 6485,32.96,2024-06-02,2024-06-04,Cameron,1402.434,2,0.995852588722011,6,0,0,0,0,0,0,1,0
2023-01-17,Chair,18,108.46,Store D,0.05,Frank,1854.666,Online,SAVE10,0,REG101251,Cust 6960,10.72,2023-01-17,2023-01-24,Ryan,97.614,7,0.9942199835442068,1,0,1,0,0,1,0,0,1
2025-05-03,Desk,13,420.68,Store D,0.05,Frank,5195.398,Online,FREESHIP,0,REG101252,Cust 1135,24.51,2025-05-03,2025-05-11,Ryan,273.442,8,0.9952823633531059,5,0,1,0,0,1,1,0,0
2025-01-05,Printer,17,5.91,Store A,0.15,Eva,85.3995,Online,SAVE10,0,REG101253,Cust 6186,44.85,2025-01-05,2025-01-13,Ryan,15.0705,8,0.4748212811550419,1,0,1,0,0,1,0,0,1
2024-02-20,Phone,4,452.77,Store B,0.0,Diana,1811.08,Debit Card,SAVE10,0,REG101254,Cust 8828,32.01,2024-02-20,2024-03-01,Eric,0.0,10,0.9823254632594915,2,1,0,0,0,0,0,0,1
2023-12-26,Monitor,7,157.0,Store A,0.15,Alice,934.15,Online,SAVE10,0,REG101255,Cust 9097,39.72,2023-12-26,2024-01-04,Ryan,164.85,9,0.9574800620885296,12,0,1,0,0,1,0,0,1
2023-03-07,Printer,11,550.86,Store C,0.1,Bob,5453.514,Online,FREESHIP,0,REG101256,Cust 4744,21.82,2023-03-07,2023-03-12,Ryan,605.946,5,0.9959989100605592,3,0,1,0,0,0,1,0,0
2024-09-13,Chair,5,172.65,Store C,0.15,Alice,733.7624999999999,Cash,SAVE10,0,REG101257,Cust 4287,28.3,2024-09-13,2024-09-22,Ryan,129.48749999999998,9,0.9614316621522633,9,0,1,0,0,1,0,0,0
2024-01-02,Tablet,16,145.3,Store B,0.0,Eva,2324.8,Credit Card,FREESHIP,0,REG101258,Cust 2236,29.64,2024-01-02,2024-01-12,Eric,0.0,10,0.9872505161734343,1,1,0,0,0,1,0,0,1
2025-02-08,Printer,10,67.38,Store C,0.1,Diana,606.42,Gift Card,FREESHIP,0,REG101259,Cust 5312,20.58,2025-02-08,2025-02-18,Sophie,67.38,10,0.9660631245671316,2,0,0,1,0,0,0,0,1
2025-03-04,Printer,15,141.13,Store D,0.0,Carlos,2116.95,Cash,SAVE10,0,REG101260,Cust 5096,19.63,2025-03-04,2025-03-12,Sophie,0.0,8,0.9907272254895013,3,0,0,1,0,1,1,0,0
2024-03-12,Tablet,1,534.61,Store D,0.05,Frank,507.8795,Online,SAVE10,0,REG101261,Cust 1162,22.68,2024-03-12,2024-03-21,Cameron,26.730500000000003,9,0.9553437380323482,3,0,0,0,0,0,1,0,0
2024-07-03,Phone,9,560.04,Store D,0.05,Carlos,4788.342,Gift Card,WINTER15,0,REG101262,Cust 1669,22.81,2024-07-03,2024-07-07,Eric,252.018,4,0.9952363469443075,7,1,0,0,0,0,0,1,0
2025-01-05,Laptop,8,275.32,Store D,0.1,Diana,1982.304,Cash,SAVE10,0,REG101263,Cust 6213,18.26,2025-01-05,2025-01-13,Ryan,220.256,8,0.9907884966180768,1,0,1,0,0,0,0,0,1
2024-03-21,Phone,3,105.73,Store D,0.05,Bob,301.3305,Debit Card,FREESHIP,0,REG101264,Cust 7659,12.12,2024-03-21,2024-03-28,Eric,15.8595,7,0.9597783828719628,3,1,0,0,0,0,1,0,0
2025-03-28,Monitor,15,568.81,Store D,0.1,Frank,7678.934999999999,Gift Card,FREESHIP,0,REG101265,Cust 2894,8.54,2025-03-28,2025-04-03,Cameron,853.215,6,0.9988878666117111,3,0,0,0,0,0,1,0,0
2025-04-13,Laptop,20,190.39,Store B,0.1,Bob,3427.02,Gift Card,SAVE10,0,REG101266,Cust 1457,49.93,2025-04-13,2025-04-18,Cameron,380.78,5,0.9854304906303436,4,0,0,0,0,0,1,0,0
2024-04-30,Chair,19,433.39,Store C,0.05,Bob,7822.689499999999,Online,WINTER15,0,REG101267,Cust 2410,7.59,2024-04-30,2024-05-09,Wendy,411.7205,9,0.9990297454603049,4,0,0,0,1,0,1,0,0
2025-02-15,Phone,1,92.72,Store C,0.15,Eva,78.812,Debit Card,WINTER15,0,REG101268,Cust 4723,48.46,2025-02-15,2025-02-19,Sophie,13.908,4,0.38511901740851645,2,0,0,1,0,1,0,0,1
2025-02-18,Laptop,1,263.28,Store D,0.1,Eva,236.952,Credit Card,SAVE10,0,REG101269,Cust 1586,36.28,2025-02-18,2025-02-23,Wendy,26.328,5,0.8468888213646646,2,0,0,0,1,1,0,0,1
2023-09-08,Phone,11,358.59,Store B,0.0,Frank,3944.49,Credit Card,FREESHIP,0,REG101270,Cust 5049,29.19,2023-09-08,2023-09-10,Wendy,0.0,2,0.9925998037769141,9,0,0,0,1,1,0,0,0
2024-02-04,Tablet,18,595.53,Store B,0.0,Frank,9736.104374999999,Cash,WINTER15,0,REG101271,Cust 9534,42.91,2024-02-04,2024-02-06,Cameron,0.0,2,0.9959970297232904,2,0,0,0,0,0,0,0,1
2024-11-25,Monitor,14,574.32,Store D,0.15,Diana,6834.408,Credit Card,SAVE10,0,REG101272,Cust 5693,12.07,2024-11-25,2024-12-05,Ryan,1206.0720000000001,10,0.9982339362824111,11,0,1,0,0,1,0,0,0
2024-12-30,Laptop,18,444.13,Store D,0.0,Frank,7994.34,Cash,SAVE10,0,REG101273,Cust 6950,5.41,2024-12-30,2025-01-02,Ryan,0.0,3,0.9993232712143842,12,0,1,0,0,0,0,0,1
2023-09-05,Tablet,19,431.47,Store A,0.1,Eva,7378.137000000001,Gift Card,WINTER15,0,REG101274,Cust 7098,49.23,2023-09-05,2023-09-10,Wendy,819.7930000000001,5,0.9933275839144761,9,0,0,0,1,0,0,0,0
